No,customerID,CheckingAccount,SavingAccount,CertificatesofDeposit,Mortgages,Loans,CreditCard,DebitCard,CreditScore,TotalRelationshipCount,ContactsCount12month,TotalTransactionCount,CustomerSince,Churn
1570,0799-DDIHE,Yes,No,No,No,No,Standart,No,605,2,0,268,11/30/2022,No
3274,7112-OPOTK,Yes,No,No,No,No,Standart,No,686,2,0,641,11/30/2022,Yes
3977,5261-QSHQM,No,Yes,No,No,No,Standart,Standart,718,3,1,691,11/30/2022,Yes
6429,2079-FBMZK,Yes,No,No,No,No,No,Premium,332,2,1,520,11/30/2022,Yes
5760,9985-MWVIX,Yes,No,No,No,No,No,Standart,348,2,1,467,11/28/2022,Yes
3880,7359-PTSXY,Yes,No,No,No,No,Standart,No,736,2,1,393,11/26/2022,Yes
5030,1848-LBZHY,Yes,No,Yes,No,No,Premium,Premium,794,4,0,499,11/23/2022,No
5902,6172-FECYY,Yes,Yes,No,No,No,Standart,No,757,3,2,503,11/22/2022,Yes
259,4959-JOSRX,Yes,No,No,No,No,Premium,Standart,580,3,0,239,11/21/2022,Yes
3648,1016-DJTSV,Yes,No,No,No,No,Standart,No,841,2,1,353,11/21/2022,No
1923,8201-AAXCB,Yes,Yes,No,No,No,Standart,No,651,3,2,203,11/20/2022,No
2531,0722-SVSFK,Yes,No,No,No,Yes,Standart,No,616,3,1,727,11/20/2022,No
2908,0611-DFXKO,Yes,No,No,No,No,No,Platinum,558,2,0,892,11/20/2022,Yes
5038,8943-URTMR,Yes,No,No,No,No,No,Standart,346,2,1,464,11/20/2022,Yes
1003,8120-JDCAM,Yes,No,No,No,No,No,Premium,516,2,0,257,11/18/2022,No
1292,7993-PYKOF,Yes,No,Yes,No,No,Standart,No,693,3,0,267,11/18/2022,Yes
5334,3143-JQEGI,Yes,No,No,No,No,Standart,No,573,2,0,783,11/17/2022,Yes
224,0742-MOABM,Yes,No,No,No,No,No,No,300,1,0,23,11/16/2022,Yes
6114,1228-ZLNBX,Yes,Yes,No,No,No,No,No,484,2,0,76,11/16/2022,No
3155,0581-BXBUB,Yes,No,No,Yes,No,Standart,No,694,3,0,760,11/15/2022,No
5676,4983-CCWMC,Yes,No,No,No,No,No,Premium,383,2,1,418,11/15/2022,No
328,5804-LEPIM,Yes,No,No,No,No,Standart,Standart,834,3,2,234,11/14/2022,Yes
3228,7669-LCRSD,Yes,No,No,No,No,No,No,488,1,0,38,11/13/2022,No
2802,1017-FBQMM,Yes,Yes,No,Yes,No,Platinum,Premium,758,5,0,678,11/11/2022,No
1011,0929-HYQEW,Yes,No,Yes,No,No,No,Standart,407,3,0,282,11/8/2022,No
2779,6599-GZWCM,Yes,No,No,Yes,No,No,Premium,835,3,2,22,11/5/2022,No
4673,8082-GHXOP,Yes,No,No,No,No,Gold,No,554,2,0,834,11/4/2022,No
2201,6296-DDOOR,Yes,No,No,Yes,No,Standart,Premium,772,4,1,941,11/3/2022,No
3124,6692-YQHXC,Yes,No,No,No,No,Platinum,Platinum,619,3,1,873,11/3/2022,No
3907,6372-RFVNS,Yes,No,No,No,No,Standart,No,519,2,0,545,11/2/2022,Yes
2657,4328-VUFWD,Yes,No,No,No,No,Standart,Premium,710,3,1,924,10/27/2022,No
3048,1550-LOAHA,Yes,No,No,Yes,No,Premium,No,647,3,0,345,10/26/2022,Yes
5101,9940-RHLFB,Yes,No,No,No,Yes,Standart,No,728,3,1,548,10/25/2022,Yes
363,0104-PPXDV,Yes,No,No,No,Yes,Platinum,Premium,514,4,3,220,10/24/2022,No
2574,4074-SJFFA,Yes,No,No,No,No,No,Standart,343,2,1,326,10/23/2022,Yes
4882,2305-MRGLV,Yes,No,No,No,No,Premium,No,631,2,0,889,10/23/2022,No
5973,1324-NLTJE,Yes,Yes,No,No,No,Platinum,No,626,3,0,187,10/23/2022,Yes
2230,3496-LFSZU,Yes,No,No,No,No,Standart,No,625,2,0,593,10/21/2022,No
5847,3370-HXOPH,Yes,Yes,No,No,No,Standart,No,622,3,2,743,10/21/2022,No
961,2826-DXLQO,No,Yes,Yes,No,No,Premium,No,506,3,2,214,10/19/2022,No
1568,1436-ZMJAN,Yes,No,No,No,Yes,Platinum,No,772,3,2,241,10/19/2022,No
946,6680-WKXRZ,Yes,Yes,No,No,No,Premium,No,662,3,2,220,10/18/2022,Yes
440,3577-AMVUX,Yes,No,No,No,Yes,No,No,813,2,1,135,10/14/2022,No
1467,8205-MQUGY,Yes,No,Yes,No,No,Standart,No,779,3,2,280,10/14/2022,No
2446,0187-WZNAB,Yes,No,Yes,No,No,No,No,576,2,1,109,10/14/2022,No
889,0048-LUMLS,Yes,No,No,No,No,Platinum,Premium,753,3,2,287,10/12/2022,No
4162,4223-WOZCM,Yes,No,No,No,Yes,Gold,No,533,3,2,581,10/12/2022,No
763,7379-POKDZ,Yes,No,No,No,No,Standart,Premium,797,3,1,601,10/9/2022,Yes
4608,2853-CWQFQ,Yes,No,No,No,No,No,Standart,440,2,1,585,10/8/2022,No
6746,5515-AKOAJ,Yes,Yes,No,No,No,Standart,Gold,676,4,2,819,10/8/2022,Yes
4754,5729-KLZAR,Yes,No,No,No,No,Standart,No,573,2,0,816,10/4/2022,Yes
2827,3638-DIMPH,Yes,No,No,No,No,Standart,Premium,708,3,1,830,10/2/2022,No
5523,2619-WFQWU,Yes,No,No,No,No,No,Standart,442,2,1,674,10/2/2022,Yes
1377,3164-AALRN,Yes,No,No,No,Yes,No,Premium,501,3,0,283,10/1/2022,Yes
2558,4061-UKJWL,Yes,No,No,No,No,Gold,No,615,2,1,112,10/1/2022,No
3796,1508-DFXCU,Yes,No,No,No,No,Standart,Platinum,800,3,1,831,10/1/2022,No
675,0823-HSCDJ,No,Yes,No,Yes,No,Standart,Gold,529,4,2,265,9/30/2022,Yes
952,8584-KMVXD,Yes,No,No,Yes,No,Standart,No,791,3,1,786,9/29/2022,No
1727,1958-RNRKS,Yes,Yes,No,No,No,Standart,No,627,3,1,813,9/27/2022,No
2617,7593-JNWRU,Yes,No,No,No,No,Premium,Premium,735,3,2,785,9/27/2022,Yes
2726,4236-UJPWO,No,Yes,No,No,No,Standart,No,627,2,1,480,9/26/2022,No
5338,6705-LNMDD,Yes,No,No,No,No,Gold,No,842,2,1,975,9/24/2022,No
3979,0432-CAJZV,Yes,No,No,No,No,No,No,458,1,0,82,9/23/2022,No
281,0314-TKOSI,Yes,No,Yes,Yes,No,No,No,841,3,0,190,9/19/2022,No
3609,3208-YPIOE,Yes,Yes,No,No,No,Standart,No,812,3,2,703,9/19/2022,Yes
2864,4146-SVFUD,Yes,No,No,No,No,Gold,No,726,2,0,956,9/18/2022,No
3056,0617-FHSGK,Yes,Yes,No,No,No,Platinum,No,634,3,2,884,9/18/2022,Yes
1656,7963-GQRMY,Yes,No,No,No,No,Gold,No,750,2,0,201,9/17/2022,Yes
5036,3955-JBZZM,Yes,No,No,No,No,Standart,No,775,2,0,336,9/17/2022,No
4663,4018-KJYUY,Yes,No,No,Yes,No ,Premium,No,578,4,1,430,9/15/2022,No
1465,4283-IVYCI,Yes,No,Yes,No,No,No,No,536,2,0,44,9/14/2022,No
4956,5884-GCYMI,Yes,No,No,No,No,No,No,415,1,0,23,9/14/2022,Yes
6198,1585-MQSSU,Yes,No,No,No,No,No,No,347,1,0,35,9/12/2022,Yes
2704,4749-VFKVB,Yes,Yes,No,No,No,No,Standart,410,3,2,904,9/10/2022,Yes
6412,5119-NZPTV,Yes,No,No,No,No,Standart,No,763,2,0,672,9/10/2022,No
931,5146-CBVOE,Yes,No,No,Yes,No,Premium,No,552,3,1,210,9/9/2022,No
4957,3217-FZDMN,Yes,No,No,No,Yes,Platinum,No,651,3,0,414,9/8/2022,Yes
2127,5858-EAFCZ,Yes,No,No,No,No,Gold,No,547,2,0,596,9/7/2022,No
3665,6257-RJOHI,Yes,No,No,No,No,No,Premium,369,2,0,515,9/7/2022,No
6325,5022-JNQEQ,Yes,No,No,No,No,Standart,No,737,2,1,364,9/6/2022,No
5130,0620-DLSLK,Yes,No,No,No,No,No,Platinum,375,2,1,939,9/5/2022,No
6041,0519-XUZJU,Yes,No,No,No,No,No,No,485,1,0,63,9/4/2022,Yes
3940,8945-GRKHX,Yes,No,No,No,No,Standart,No,676,2,0,912,9/2/2022,Yes
2478,1212-GLHMD,Yes,No,Yes,No,No,No,Premium,371,3,0,765,8/29/2022,No
5031,6101-IMRMM,Yes,No,No,No,Yes,No,No,780,2,0,30,8/28/2022,Yes
1194,5232-NXPAY,Yes,No,No,No,Yes,No,Standart,787,3,2,732,8/27/2022,No
3578,7541-YLXCL,Yes,No,No,Yes,No,No,Premium,785,3,2,933,8/24/2022,Yes
3786,8337-UPOAQ,Yes,Yes,No,No,Yes,Standart,Platinum,723,5,0,969,8/22/2022,Yes
3844,0812-WUPTB,Yes,No,No,No,No,No,No,384,1,0,97,8/19/2022,Yes
2992,2207-QPJED,Yes,No,No,No,Yes,Standart,No,621,3,2,882,8/16/2022,No
5845,2905-KFQUV,Yes,No,No,No,No,Platinum,Standart,811,3,0,595,8/16/2022,No
2017,8861-HGGKB,Yes,Yes,No,No,No,Standart,No,703,3,2,233,8/15/2022,Yes
4014,9667-TKTVZ,Yes,Yes,No,No,No,No,Standart,524,3,2,711,8/15/2022,No
4461,0365-GXEZS,Yes,No,No,No,Yes,Standart,No,733,3,1,807,8/14/2022,No
5968,5167-GBFRE,No,Yes,No,No,No,Premium,Standart,663,3,0,893,8/14/2022,Yes
2123,4123-FCVCB,Yes,Yes,No,No,No,No,Premium,515,3,2,302,8/11/2022,No
2734,3518-PZXZQ,Yes,No,No,No,No,No,Standart,416,2,0,430,8/9/2022,No
1373,9793-WECQC,Yes,No,No,Yes,No,No,No,385,2,0,79,8/6/2022,No
6782,4919-MOAVT,Yes,No,No,No,No,Standart,No,509,2,1,954,7/31/2022,Yes
382,6905-NIQIN,Yes,No,No,Yes,No,No,No,522,2,0,77,7/26/2022,Yes
6956,5392-AKEMH,Yes,No,No,No,No,Standart,No,568,2,0,515,7/20/2022,No
3572,8980-WQFWL,Yes,No,No,No,Yes,Standart,Gold,792,4,2,265,7/19/2022,No
4482,8644-XYTSV,No,Yes,Yes,No,No,Premium,Platinum,632,4,1,837,7/17/2022,No
6613,1062-LHZOD,Yes,No,No,No,No,No,Standart,539,2,0,791,7/17/2022,Yes
335,2868-SNELZ,Yes,Yes,No,No,Yes,No,No,755,3,2,137,7/16/2022,Yes
5954,6888-SBYAI,Yes,No,Yes,No,No,No,Standart,442,3,2,504,7/15/2022,No
7019,1122-JWTJW,Yes,No,No,No,No,No,Standart,479,2,0,802,7/13/2022,Yes
5693,3948-FVVRP,Yes,No,No,Yes,No,No,No,533,2,0,96,7/12/2022,No
2308,0002-ORFBO,Yes,No,No,Yes,No,No,Premium,801,3,1,601,7/10/2022,No
6058,4003-FUSHP,Yes,No,No,No,No,Platinum,Platinum,648,3,1,715,7/8/2022,No
3894,5816-SCGFC,Yes,No,No,Yes,No,No,Premium,786,3,2,955,7/5/2022,No
4654,2091-MJTFX,No,Yes,No,No,No,Platinum,No,768,2,1,186,7/5/2022,Yes
542,2782-LFZVW,Yes,Yes,No,No,No,No,No,460,2,1,89,7/2/2022,No
1252,7595-EUIVN,Yes,No,No,Yes,No,Standart,No,727,3,2,275,7/2/2022,Yes
2828,1845-ZLLIG,Yes,No,No,Yes,No,No,Standart,825,3,0,964,7/2/2022,No
2847,0541-FITGH,Yes,No,Yes,No,No,No,Standart,431,3,1,711,7/2/2022,No
3163,6429-SHBCB,Yes,Yes,No,No,No,No,No,401,2,0,87,7/1/2022,No
4025,1329-VHWNP,No,Yes,No,No,No,Premium,No,738,2,1,599,6/29/2022,No
6771,3855-ONCAR,Yes,No,No,No,No,No,Premium,458,2,1,560,6/28/2022,No
2176,7927-AUXBZ,Yes,No,No,No,No,Standart,No,667,2,1,293,6/27/2022,Yes
4485,7465-ZZRVX,Yes,No,No,No,No,Standart,Standart,664,3,1,685,6/27/2022,No
6349,1025-FALIX,Yes,No,No,No,No,Platinum,Platinum,714,3,1,686,6/26/2022,No
480,6227-HWPWX,Yes,No,No,No,No,Premium,No,794,2,1,299,6/25/2022,Yes
2297,4706-DGAHW,Yes,No,No,No,No,Standart,No,619,2,1,868,6/22/2022,No
6925,6457-GIRWB,Yes,No,No,No,No,Standart,Standart,669,3,0,523,6/20/2022,Yes
483,4612-SSVHJ,Yes,No,No,No,No,Standart,Platinum,729,3,1,266,6/14/2022,No
5244,7661-CPURM,Yes,No,No,No,No,Platinum,Premium,615,3,1,944,6/14/2022,No
6482,9389-ACWBI,Yes,No,No,No,No,Platinum,No,744,2,1,689,6/13/2022,No
3594,9540-JYROE,Yes,No,No,No,No,No,No,496,1,0,61,6/11/2022,Yes
1022,3422-WJOYD,Yes,No,Yes,No,No,No,Premium,436,3,1,286,6/10/2022,No
6801,1113-IUJYX,Yes,No,Yes,Yes,No,No,Premium,605,4,1,406,6/10/2022,Yes
1030,4184-TJFAN,Yes,No,Yes,No,No,No,Premium,411,3,2,252,6/9/2022,Yes
5570,0013-EXCHZ,Yes,No,No,No,No,No,Premium,527,2,1,872,6/9/2022,Yes
782,7521-AFHAB,Yes,No,No,No,No,Gold,No,622,2,0,359,6/6/2022,No
2104,7206-PQBBZ,Yes,No,No,No,No,Standart,Platinum,669,3,1,551,6/6/2022,No
1621,6022-KOUQO,No,Yes,No,No,No,Premium,No,519,2,1,425,6/5/2022,No
2320,7928-VJYAB,Yes,No,No,No,No,Standart,No,539,2,1,843,6/5/2022,No
509,4636-QRJKY,Yes,Yes,No,No,No,Standart,No,608,3,1,234,6/3/2022,Yes
6110,8654-DHAOW,Yes,Yes,No,Yes,No,No,No,752,3,1,119,6/3/2022,No
1063,1730-VFMWO,Yes,No,No,No,No,Premium,No,759,2,1,296,5/31/2022,No
5873,4550-EVXNY,Yes,No,No,No,No,Standart,Standart,620,3,1,635,5/31/2022,Yes
151,3780-YVMFA,Yes,No,No,No,No,Standart,No,507,2,1,303,5/30/2022,No
5388,8676-OOQEJ,No,Yes,No,No,No,Standart,No,820,2,0,436,5/29/2022,No
1853,3669-OYSJI,Yes,No,No,No,No,Premium,No,525,2,1,218,5/28/2022,Yes
3957,4587-VVTOX,Yes,Yes,No,Yes,Yes,Standart,No,610,5,0,876,5/26/2022,Yes
987,2604-XVDAM,Yes,No,No,No,No,Premium,No,681,2,0,238,5/22/2022,No
4535,2607-FBDFF,Yes,No,No,No,No,Premium,No,655,2,0,308,5/21/2022,No
6281,0489-WMEMG,Yes,No,No,No,No,Standart,Premium,553,3,1,362,5/21/2022,No
4369,1704-NRWYE,Yes,No,No,No,No,Standart,Platinum,614,3,1,704,5/18/2022,Yes
3184,7890-VYYWG,No,Yes,No,No,No,Gold,Standart,650,3,0,878,5/17/2022,Yes
942,0811-GSDTP,No,Yes,No,Yes,No,Standart,No,718,3,0,261,5/15/2022,No
2892,0495-RVCBF,Yes,No,No,No,No,Standart,Standart,673,3,2,452,5/15/2022,Yes
3307,9643-AVVWI,Yes,No,No,Yes,No,Standart,Premium,792,4,3,593,5/15/2022,No
4181,5482-PLVPE,No,Yes,No,No,No,Standart,No,708,2,1,696,5/15/2022,Yes
188,8167-GJLRN,No,Yes,No,No,No,Standart,No,823,2,1,379,5/14/2022,No
6075,3797-VTIDR,No,Yes,No,No,No,Standart,Standart,781,3,1,568,5/14/2022,Yes
5174,2480-SQIOB,Yes,No,No,No,No,Standart,No,790,2,1,475,5/13/2022,No
1593,8387-MOJJT,Yes,No,No,No,No,Platinum,Gold,696,3,2,413,5/10/2022,Yes
499,6235-VDHOM,No,Yes,No,Yes,No,Standart,No,786,3,1,251,5/8/2022,Yes
2491,7641-TQFHN,Yes,Yes,No,No,No,No,Standart,349,3,2,863,5/2/2022,No
6810,9274-CNFMO,Yes,Yes,No,No,No,Standart,No,825,3,2,483,5/1/2022,Yes
4146,8474-UMLNT,Yes,No,Yes,Yes,No,Premium,No,551,4,2,409,4/29/2022,No
681,1448-PWKYE,Yes,No,No,No,No,Standart,No,755,2,1,226,4/28/2022,Yes
736,7595-EHCDL,No,Yes,No,No,Yes,Platinum,No,607,3,2,633,4/28/2022,No
5503,3755-JBMNH,Yes,No,No,No,No,Premium,Platinum,758,3,1,689,4/25/2022,Yes
1153,4320-QMLLA,Yes,No,No,No,No,No,No,309,1,0,99,4/24/2022,No
3908,2139-FQHLM,Yes,No,No,No,Yes,No,No,791,2,0,41,4/21/2022,No
6629,9979-RGMZT,Yes,No,No,Yes,No,No,Premium,819,3,1,795,4/21/2022,No
5483,6289-CPNLD,Yes,No,No,No,Yes,No,Premium,797,3,2,300,4/20/2022,Yes
6112,9812-GHVRI,Yes,Yes,No,No,No,Premium,No,777,3,2,645,4/15/2022,No
4294,2114-MGINA,Yes,No,No,No,No,No,Platinum,356,2,1,442,4/13/2022,Yes
2307,7245-NIIWQ,Yes,No,No,No,No,Standart,Standart,684,3,2,991,4/11/2022,No
4903,5092-STPKP,Yes,No,Yes,No,No,Platinum,No,621,3,2,339,4/11/2022,No
408,0111-KLBQG,Yes,No,No,Yes,No,No,Gold,802,3,1,207,4/9/2022,No
1033,4145-UQXUQ,Yes,No,No,No,Yes,Standart,No,800,3,2,300,4/8/2022,Yes
3333,7593-XFKDI,Yes,No,No,No,No,Gold,No,720,2,1,469,4/8/2022,Yes
3225,4013-UBXWQ,Yes,Yes,No,No,No,Standart,No,647,3,1,732,4/6/2022,Yes
518,6705-LXORM,Yes,No,No,No,No,Standart,No,623,2,1,252,3/30/2022,No
4894,4432-ADRLB,Yes,No,No,No,No,Gold,No,563,2,1,148,3/30/2022,Yes
6363,6856-RAURS,Yes,Yes,No,No,No,No,Standart,325,3,1,291,3/28/2022,No
626,3003-CMDUU,Yes,No,No,No,No,Standart,Gold,799,3,2,243,3/25/2022,No
1244,5552-ZNFSJ,Yes,No,No,No,No,Standart,No,688,2,1,280,3/25/2022,Yes
106,6180-YBIQI,No,Yes,No,No,No,Gold,No,766,2,1,234,3/19/2022,No
1549,5522-NYKPB,Yes,No,No,No,No,Standart,No,660,2,0,238,3/19/2022,No
3653,0612-RTZZA,No,Yes,No,No,No,Standart,No,580,2,1,374,3/19/2022,Yes
769,8728-SKJLR,Yes,No,No,No,No,Standart,Gold,577,3,2,711,3/17/2022,No
3812,3620-MWJNE,Yes,No,Yes,No,No,No,Standart,328,3,2,614,3/17/2022,No
5480,8990-ZXLSU,Yes,No,No,No,No,Standart,No,654,2,1,124,3/17/2022,No
2038,8309-IEYJD,Yes,No,No,No,No,No,Standart,574,2,1,293,3/16/2022,No
4284,7044-YAACC,Yes,No,No,No,No,Standart,Premium,697,3,1,656,3/16/2022,No
3401,5950-AAAGJ,Yes,Yes,No,No,No,Premium,No,556,3,1,840,3/14/2022,No
3436,4450-DLLMH,Yes,No,No,No,No,Platinum,Standart,621,3,1,522,3/11/2022,No
470,4640-UHDOS,Yes,No,No,No,No,Standart,No,792,2,1,268,3/8/2022,Yes
4949,3446-QDSZF,Yes,No,No,No,No,Platinum,No,538,2,0,744,3/5/2022,No
1833,3132-TVFDZ,No,Yes,No,No,No,Standart,Gold,774,3,1,264,3/3/2022,Yes
3906,5759-RCVCB,No,Yes,No,No,No,Premium,No,593,2,0,301,3/2/2022,Yes
2145,1763-WQFUK,Yes,No,No,No,No,No,Standart,439,2,0,697,3/1/2022,No
5558,6918-UMQCG,Yes,No,No,No,No,Standart,No,658,2,1,920,3/1/2022,No
777,9505-SQFSW,No,Yes,No,Yes,No,Gold,No,556,3,1,536,2/27/2022,No
3091,2386-LAHRK,Yes,No,No,No,No,No,Standart,554,2,0,339,2/20/2022,Yes
4633,4760-XOHVN,Yes,No,No,Yes,No ,Gold,No,698,4,1,665,2/16/2022,Yes
1013,7426-RHZGU,Yes,No,No,No,No,Premium,Platinum,534,3,1,234,2/14/2022,No
6238,7153-OANIO,Yes,No,No,No,No,Standart,No,583,2,0,714,2/13/2022,Yes
2691,2397-BRLOM,Yes,No,No,No,No,Platinum,No,642,2,1,861,2/9/2022,Yes
5810,8132-YPVBX,Yes,No,No,Yes,No,No,No,809,2,0,115,2/9/2022,No
767,5175-WLYXL,Yes,Yes,No,Yes,No,No,Platinum,305,4,3,507,2/8/2022,No
2106,0925-VYDLG,Yes,Yes,No,No,No,Standart,No,615,3,1,932,2/7/2022,Yes
6571,9626-WEQRM,No,Yes,Yes,No,No,Gold,Standart,613,4,3,693,2/4/2022,No
2408,8835-VSDSE,Yes,No,No,No,No,Standart,Standart,775,3,1,573,2/1/2022,Yes
4392,5778-BVOFB,Yes,No,No,No,No,Premium,No,647,2,0,578,2/1/2022,No
6842,8217-QYOHV,Yes,No,Yes,No,No,No,Premium,564,3,1,782,2/1/2022,No
5951,2862-PFNIK,No,Yes,No,No,No,Standart,Standart,619,3,1,779,1/29/2022,No
6517,6876-ADESB,Yes,No,No,No,Yes,Standart,No,809,3,2,475,1/27/2022,Yes
508,7218-HKQFK,Yes,No,No,No,No,Standart,Standart,505,3,1,264,1/26/2022,Yes
1971,5445-UTODQ,Yes,No,No,No,No,Standart,No,634,2,0,205,1/25/2022,Yes
2109,0842-IWYCP,Yes,No,No,No,No,Premium,No,588,2,0,447,1/24/2022,No
3483,2828-SLQPF,Yes,No,No,No,No,Premium,Platinum,729,3,1,807,1/24/2022,No
252,4629-NRXKX,Yes,No,No,No,No,Standart,No,739,2,1,503,1/22/2022,Yes
5745,1371-WEPDS,Yes,No,No,No,No,Standart,Premium,846,3,1,631,1/22/2022,No
6468,9494-MRNYX,Yes,Yes,No,No,No,Standart,No,789,3,2,386,1/22/2022,No
3754,1816-FLZDK,No,Yes,No,No,No,Gold,No,646,2,0,449,1/19/2022,No
3152,7993-NQLJE,Yes,No,Yes,No,No,No,No,414,2,1,139,1/18/2022,No
6817,2446-PLQVO,Yes,No,No,No,No,Standart,Standart,815,3,1,388,1/17/2022,Yes
4675,0980-FEXWF,Yes,No,No,No,Yes,No,Premium,842,3,2,355,1/16/2022,No
4444,2672-OJQZP,Yes,No,No,No,No,Gold,No,816,2,0,604,1/14/2022,No
6331,9921-QFQUL,Yes,Yes,No,No,Yes,No,No,797,3,2,74,1/13/2022,No
748,3966-HRMZA,Yes,No,No,No,Yes,No,No,761,2,1,88,1/12/2022,No
6985,6447-GORXK,No,Yes,No,No,No,Premium,No,782,2,0,465,1/12/2022,No
5141,7577-SWIFR,Yes,No,No,No,No,Standart,Standart,761,3,1,916,1/11/2022,No
1812,2070-XYMFH,Yes,Yes,No,No,Yes,No,Platinum,336,4,2,621,1/10/2022,No
3036,7924-GJZFI,Yes,No,No,No,No,Standart,Platinum,749,3,2,853,1/9/2022,No
3939,6629-LADHQ,Yes,No,Yes,No,No,No,No,360,2,0,144,1/9/2022,No
4925,5378-IKEEG,No,Yes,No,No,No,Standart,Standart,738,3,1,679,1/9/2022,Yes
1919,2801-NISEI,Yes,No,Yes,No,No,Standart,No,705,3,2,257,1/8/2022,No
6845,6897-UUBNU,Yes,No,No,Yes,No,No,No,846,2,1,58,1/8/2022,No
6169,2868-MZAGQ,Yes,No,No,No,No,Standart,Standart,621,3,2,377,1/7/2022,Yes
334,0122-OAHPZ,Yes,Yes,No,No,No,Standart,No,781,3,2,234,1/5/2022,Yes
5987,5271-DBYSJ,Yes,No,No,No,No,Platinum,Platinum,848,3,1,274,1/4/2022,No
595,9244-ZVAPM,Yes,No,No,No,No,Gold,No,647,2,0,296,1/2/2022,No
4967,3097-IDVPU,Yes,Yes,No,No,No,Platinum,No,614,3,2,560,1/2/2022,No
6236,5180-UCIIQ,No,Yes,Yes,No,No,Gold,No,502,3,2,587,1/2/2022,Yes
215,2504-DSHIH,Yes,Yes,No,No,No,Standart,No,681,3,1,733,12/30/2021,No
1611,3399-BMLVW,Yes,No,Yes,Yes,No,Platinum,Standart,760,5,1,710,12/30/2021,No
3342,1125-SNVCK,Yes,No,No,No,No,Gold,No,641,2,0,320,12/30/2021,No
2549,9796-BPKIW,Yes,No,No,No,No,Platinum,No,675,2,0,909,12/29/2021,No
3912,0991-BRRFB,Yes,No,Yes,No,No,Standart,No,843,3,2,754,12/29/2021,Yes
4017,7754-IXRMC,Yes,No,No,No,No,Gold,No,737,2,1,933,12/27/2021,No
1309,3372-KWFBM,Yes,Yes,No,No,No,Standart,Platinum,521,4,1,296,12/26/2021,Yes
4826,0921-OHLVP,Yes,Yes,No,No,No,Standart,No,758,3,2,575,12/26/2021,No
669,3859-CVCET,Yes,No,No,No,No,Gold,No,832,2,1,224,12/24/2021,Yes
3950,4495-LHSSK,Yes,Yes,Yes,No,No,No,No,396,3,0,163,12/23/2021,No
4625,0325-XBFAC,Yes,No,No,No,Yes,Standart,No,800,3,2,952,12/23/2021,Yes
6022,3752-CQSJI,Yes,No,No,Yes,Yes,Gold,Premium,842,5,2,262,12/23/2021,No
6026,2887-JPYLU,Yes,No,No,No,No,Premium,No,803,2,0,880,12/23/2021,No
3427,4510-HIMLV,Yes,No,No,No,No,Standart,Standart,659,3,1,613,12/22/2021,Yes
6467,3094-JOJAI,Yes,Yes,No,No,No,No,No,352,2,0,104,12/22/2021,No
3158,3030-YZADT,Yes,No,No,No,No,Gold,No,824,2,0,641,12/21/2021,Yes
5330,2894-QOJRX,No,Yes,No,No,No,Premium,Platinum,654,3,0,902,12/19/2021,Yes
4741,2778-OCLGR,No,Yes,Yes,No,No,Premium,No,565,3,1,250,12/16/2021,Yes
1058,1624-WOIWJ,Yes,No,Yes,No,No,No,Platinum,372,3,0,264,12/15/2021,Yes
3046,9114-AAFQH,Yes,No,No,Yes,Yes,Standart,Premium,755,5,2,285,12/15/2021,No
6323,8752-STIVR,Yes,No,No,No,No,Standart,Premium,795,3,2,328,12/15/2021,Yes
273,6366-ZGQGL,No,Yes,No,No,No,Premium,No,688,2,1,248,12/14/2021,Yes
2923,3348-CFRNX,Yes,No,Yes,No,No,No,Gold,552,3,0,576,12/13/2021,Yes
1057,6941-PMGEP,Yes,No,No,No,No,Standart,Premium,672,3,2,269,12/11/2021,Yes
3260,9620-ENEJV,Yes,No,No,No,No,Platinum,No,842,2,0,932,12/11/2021,No
5175,0947-IDHRQ,Yes,No,No,No,No,No,No,563,1,0,52,12/11/2021,Yes
621,4881-JVQOD,No,Yes,No,No,No,Premium,Premium,850,3,2,227,12/9/2021,No
3390,9617-INGJY,Yes,No,No,No,No,No,Standart,406,2,1,873,12/9/2021,No
6234,6394-HHHZM,Yes,No,No,Yes,No ,Gold,No,623,4,1,957,12/9/2021,No
6068,1397-XKKWR,No,Yes,Yes,No,Yes,Gold,Premium,754,5,0,988,12/8/2021,No
1201,5370-IIVVL,Yes,Yes,No,Yes,No,Platinum,Premium,798,5,2,298,12/7/2021,No
422,5605-IYGFG,Yes,No,No,No,No,Premium,No,843,2,0,200,12/6/2021,No
2499,1134-YWTYF,Yes,No,No,Yes,No,Standart,Platinum,820,4,2,786,12/5/2021,No
3079,5277-ZLOOR,Yes,Yes,No,No,No,Standart,Standart,488,4,2,676,12/5/2021,Yes
4222,7926-IJOOU,Yes,No,No,Yes,No ,Premium,No,623,4,1,241,12/5/2021,No
6534,1104-TNLZA,Yes,Yes,No,Yes,No,Standart,Gold,765,5,1,201,12/4/2021,No
4055,9522-BNTHX,No,Yes,No,Yes,Yes,Standart,Platinum,797,5,0,329,12/3/2021,No
4579,7766-CLTIC,Yes,No,No,No,No,No,No,526,1,0,49,12/2/2021,No
4031,4256-ZWTZI,Yes,No,No,No,No,No,Premium,480,2,1,845,12/1/2021,No
1025,7147-AYBAA,Yes,No,No,No,No,No,Gold,376,2,1,259,11/30/2021,No
212,4195-NZGTA,No,Yes,No,No,No,Standart,No,509,2,0,646,11/29/2021,No
